streamName,Site,siteID,Season,minvisitTime,maxvisitTime
Feather River,Herringer Riffle,5000,2013,12/1/2012,8/31/2013
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
